PSINDER,PDER_SEGP,P18A24A_M,PROM_HNV,POCUPADA_F,PEA_F,P15PRI_CO,P15SEC_COM,P15SEC_CO,ic_asalud
0.25036163416510493,0.09728986337224574,0.020732651833033987,9.570756760777375e-07,0.22630574510682056,0.2283889451517615,0.09730962906555604,0.0961314897142973,0.19420885992001136,27.5
0.2809362439908582,0.2514540152888328,0.01652612499014895,1.5919300181259357e-05,0.20950429505871226,0.2120340452360312,0.1093939632752778,0.09660335723855308,0.19395539443612578,29.5
0.2649870713119216,0.2635836281981492,0.013336962438758846,1.922291780076211e-05,0.19524870713119216,0.19654157593903102,0.12034737343494828,0.08112751769188895,0.15484655688622753,27.4
0.11714438312266334,0.30673367935251505,0.016556880897276124,3.10869475904192e-05,0.18546719436874323,0.18693252625956916,0.09447967023185111,0.0850166390490407,0.16810232672792758,11.7
0.14980787854175126,0.1691449814126394,0.010824404111086814,3.37384024241667e-05,0.1986348442722814,0.20038424291649745,0.10324575927025086,0.09865358782918372,0.1847958514260723,18.7
0.1408460825140894,0.17499255751246404,0.024986227120766764,6.433046697759725e-06,0.2213173374030338,0.22431828525087172,0.0706505931748112,0.08144989922700785,0.15817766843119208,14.2
0.19249183306703577,0.1428864376222904,0.014231966529103333,5.0696218574752716e-06,0.22144563969798725,0.22404880507873579,0.08383673539137196,0.09680699266044071,0.18409847598053036,21.2
0.13173055617106139,0.2662308885442056,0.01318413472191447,0.00011411477952581431,0.19460447595834257,0.1957123864391757,0.09179038333702637,0.09677598050077554,0.18745845335696876,12.7
0.17949756888168558,0.523483927606699,0.0246994867639114,3.714208535926527e-05,0.21468125337655322,0.21533968125337655,0.08009184224743382,0.08286061588330632,0.1741288492706645,19.5
0.19384378921166906,0.21277420539518563,0.02585717346137236,6.290869398150825e-06,0.22006141248720573,0.22270357763442908,0.07632354791432176,0.07796597489773087,0.16489218810039546,18.8
0.2314693885752175,0.23181900379754466,0.021157748799453476,7.554903654885571e-06,0.20035363378810103,0.20315055556671824,0.08179388776145793,0.0800578673471438,0.16971608832807572,24.4
0.24080849430727902,0.46446206984776767,0.014826659843929897,3.08302417807343e-05,0.174645004477421,0.17536139183830113,0.09524114110272483,0.101599078930536,0.21669438403479596,19.6
0.22229532850831846,0.40859103299182253,0.023467117836889432,6.861547137888899e-05,0.18629570448350408,0.18723564244759847,0.07438042422533446,0.08346649121158004,0.1857944042359871,15.2
0.22551020408163266,0.6274323682961557,0.01566207878500237,6.074988134788799e-05,0.16238728049359277,0.1627669672520171,0.0922876127195064,0.09563360227812055,0.20583768391077362,25.1
0.14177127720833813,0.6834043533341011,0.011401589312449615,0.00027179546239778876,0.1425774501900265,0.14338362317171485,0.08867902798571922,0.11747092018887481,0.24323390533225844,9.9
0.18555710792874608,0.4715333566189312,0.018948655256723717,0.0001938526021655606,0.19621026894865526,0.19708347886831995,0.07771568285015718,0.08679706601466992,0.19533705902899057,21.5
0.22457153346795053,0.5560969911386279,0.013667540009679088,4.2053969260551044e-05,0.1853378502411428,0.18622231864225755,0.09395390751464379,0.09996161740900823,0.21624418003103985,17.7
0.24768241155325724,0.6851863530302075,0.010500094595446806,8.95503563095163e-05,0.17944756259065398,0.1796052216686637,0.07933404805448697,0.12432994891845872,0.2601374787160245,22.5
0.32443032848037856,0.5794769040564449,0.00697034937011063,5.947178820369621e-05,0.18747468718692048,0.1880502206211498,0.09856542962505063,0.1140408841898834,0.2437277513695564,26.3
0.18023141792508335,0.43851735634438127,0.02039615610904099,0.0001379355429169118,0.1446035170294829,0.14643394129567888,0.09642413545139569,0.09322089298555272,0.2056612407661633,23.2
0.42857142857142855,0.18395303326810175,0.019569471624266144,0.002455968688845401,0.11545988258317025,0.12035225048923678,0.149706457925636,0.14579256360078277,0.2710371819960861,41.5
0.19483251358412343,0.04503305572250365,0.016791571097400926,1.269486931030676e-05,0.204503918850961,0.20654613695740165,0.10975235805664242,0.12478995204160483,0.25159145825411816,20.5
0.2301353226925746,0.08401283830673144,0.012404580152671756,9.585357390700903e-05,0.1505031228313671,0.1522380291464261,0.1075208188757807,0.12495662734212352,0.25776370575988894,23.3
0.281662046115356,0.1082223274055041,0.012509297450808032,7.505578470484821e-05,0.1541348299411725,0.1557238488065454,0.10910135911826357,0.0936506863209142,0.18554330921630943,44.1
0.18807060255629945,0.39622641509433965,0.010346926354230066,0.0016372489348752282,0.07242848447961046,0.07547169811320754,0.16189896530736458,0.09068776628119293,0.1905051734631771,17.6
0.15843861576489976,0.04346333424883274,0.016032683328755837,7.758857456742652e-05,0.12702554243339742,0.12963471573743476,0.0958184564680033,0.12750617962098323,0.2570379016753639,22.0
0.2,0.2934329532048761,0.008651199370821865,0.00020369642154935115,0.13448682658277625,0.13582383012190327,0.11348800629178137,0.10452221785292962,0.2085725521038144,30.1
0.3567443386937972,0.22809320643255662,0.009845749917952083,0.0008500164095831966,0.07843780767968493,0.07876599934361667,0.13160485723662618,0.13554315720380702,0.2743682310469314,34.0
0.22027610739391887,0.12304565088506818,0.017870754637079697,3.828237486236978e-05,0.1675446768865927,0.17003472516303889,0.10182095367155078,0.10165156263233675,0.21173879901753198,27.9
0.15890254705189968,0.049824655074081715,0.01763156936742346,2.5725345532648133e-05,0.15665764661626763,0.15904816221529203,0.09210159084566007,0.12328750500552124,0.24193959397638606,14.3
0.1989409984871407,0.22272650865691712,0.0070600100857286935,0.00022440746343923348,0.10968229954614221,0.11018658598083711,0.11758278702302909,0.15010926206085057,0.29660447133972095,27.4
0.1856360316494218,0.17163724893487523,0.011564211807668898,0.0015581253804017043,0.0931223371880706,0.09494826536822885,0.11929397443700548,0.12842361533779673,0.27084601339014,16.3
0.5221902017291066,0.11239193083573487,0.009221902017291067,0.001452449567723343,0.09337175792507205,0.09337175792507205,0.09971181556195965,0.10547550432276658,0.2340057636887608,47.9
0.24889496948010945,0.18480319932645758,0.007261629130709324,0.0002578404546411282,0.1253420332561566,0.1261839612713113,0.1890128394022311,0.0932435276783835,0.19269627446853294,18.1
0.30492424242424243,0.4696969696969697,0.008838383838383838,0.0016224747474747473,0.08838383838383838,0.08901515151515152,0.16540404040404041,0.10669191919191919,0.21401515151515152,30.1
0.13435374149659865,0.39965986394557823,0.017573696145124718,0.0012585034013605444,0.07596371882086168,0.07709750566893424,0.1660997732426304,0.11848072562358276,0.23979591836734693,13.2
0.2331730566095135,0.0871747635988744,0.015041787437572358,1.9182504204095085e-05,0.17101160245738864,0.1730650599558887,0.10583334037536865,0.11768086059305205,0.2412009768711392,25.8
0.15570012313459494,0.04769889599119146,0.019651104639190422,8.699270017776768e-06,0.17324575227672925,0.17660778899857535,0.08005849943896012,0.09625511134645368,0.19297670528806352,19.5
0.18579717457114026,0.1541372351160444,0.012991927346115035,0.00028884964682139255,0.14505549949545912,0.14631685166498487,0.1104944500504541,0.13647830474268416,0.27573158425832495,15.6
0.16824661091487847,0.11679953090315105,0.013905370879696203,3.280885699526715e-05,0.14014268362489005,0.14236251692797408,0.1070406410990269,0.11516606866125902,0.23842964245326484,18.3
0.14222358158739867,0.12769536626395472,0.019574858541061325,0.00032879645205688944,0.12891879492277106,0.13167150940510783,0.1091910077993577,0.1356476525462609,0.26731916195136873,10.2
0.17139062452835885,0.07766609315101573,0.01584714298650729,6.821817742763137e-05,0.12387938060309699,0.12638473844667814,0.10329318723776751,0.13166711944218057,0.2692806906335839,17.8
0.17288944202447626,0.263638249325866,0.015868077162414437,0.0002758763741962249,0.09738643434971997,0.10008297033810412,0.1342045218834267,0.09977183157021365,0.20441817050404482,7.8
0.22142021946393237,0.10979942435689873,0.013671523655333693,5.441626191761108e-05,0.18229447742399713,0.18425076452599387,0.09655513581579421,0.12437039035797805,0.24601996762007555,21.0
0.19751371032229892,0.05409835135855541,0.018539418239974594,1.1569413646236821e-05,0.18912021414757807,0.19158155018800296,0.09530588055147539,0.1182972545327715,0.23995190753543133,22.7
0.193578264896573,0.17474529175671505,0.008335906143871565,0.0008274158690953999,0.07502315529484409,0.07811052794072244,0.17227539364001235,0.12040753318925594,0.24235875270145107,19.2
0.1633058743649943,0.03673829994355505,0.01644265929337467,1.5706420817551926e-05,0.17824333499668693,0.18151550600034358,0.06784028533331152,0.12719746733964318,0.25205533241167183,16.5
0.15926308805603986,0.06730338985666014,0.01797534369165728,3.2247612288037523e-05,0.179074539815772,0.18174383978028422,0.1059233772044869,0.11465646263751524,0.23523784542747372,14.7
0.25414811817078103,0.14933225414811818,0.0113314447592068,0.0008903278025091057,0.09995953055443141,0.10117361392148927,0.11250505868069607,0.1282881424524484,0.25414811817078103,24.1
0.1617599930905793,0.032375408826330346,0.02360908134251862,2.2387432127442445e-06,0.1869066478172822,0.18977951220399156,0.06720775309730692,0.10364358298918812,0.21129076615020262,18.0
0.15081384547033402,0.07823417747081869,0.020356234096692113,8.562542913687952e-05,0.15347954279251988,0.15557978916757542,0.09022981542065511,0.11131305787794338,0.22702855527283008,18.2
0.12167534311405584,0.10347846663511595,0.017605300520586842,5.016564126833886e-05,0.16677709417889258,0.16935636535731188,0.11467108376715571,0.10477993374349266,0.21142924751538097,10.7
0.27188962896250035,0.10485842380815709,0.0160825803386744,2.325788541285221e-05,0.15008758820676754,0.15212636454508566,0.11199414099227047,0.10462089646777051,0.21496224304985104,32.2
0.12322064056939502,0.20744365361803085,0.006227758007117438,0.0003499406880189798,0.0957888493475682,0.09816132858837485,0.11076512455516015,0.13612099644128114,0.2508896797153025,4.0
0.21934721328213438,0.042180875857323594,0.022866124342441126,2.6912747208842916e-06,0.20784548198788094,0.211158246953588,0.07777090315850221,0.08266375158147071,0.1728880429716112,26.1
0.27830583600098496,0.10736271854223098,0.008273824181236148,0.00012558483132233439,0.11785274562915538,0.11918246737256834,0.1338094065501108,0.10913568086678158,0.2198473282442748,36.0
0.2750484809308339,0.1389786683904331,0.00904977375565611,0.0003975436328377505,0.11069812540400775,0.11134453781512606,0.11683904330963155,0.14059469941822883,0.2931480284421461,25.7
0.19550818424057861,0.26296155310239816,0.011419870574800152,0.00018500190331176248,0.1474685953559193,0.14853444994290066,0.12356299961933764,0.11549295774647887,0.23433574419489914,21.0
0.0982045898790994,0.5537537102729313,0.011619488887280099,9.483819590241078e-05,0.20603779048722218,0.2078838775066966,0.12614927966408457,0.08995149496850793,0.1913052921161225,10.2
0.17769089705058327,0.20883424176048088,0.0241136467831491,1.2862309612347817e-05,0.22996790790076918,0.23304340074372165,0.08476389384137334,0.07807803983495491,0.16103993683459833,19.4
0.19371220165273995,0.4523798531923734,0.01745071788006094,0.00010895157194958681,0.21499469091916348,0.2167489958912331,0.12617146022805964,0.09399381376667744,0.2052075158118277,18.0
0.19359792676488938,0.3768776695301627,0.017228967701684503,0.00011517972836780726,0.19575754667178577,0.19767720881124923,0.10817296155876566,0.09847866775447521,0.21346642990833614,24.5
0.15204528736367415,0.2519589343397192,0.018581891451050627,7.32401573543992e-05,0.18872933124380337,0.19029647871557873,0.11859148623149007,0.0913423097834778,0.1880257140115777,16.0
0.052463097990396584,0.7528009959096568,0.014227280810955006,0.0004552729859505602,0.17410634892406188,0.17624044104570513,0.12804552729859506,0.0922994842610706,0.20078250044460252,4.4
0.15995309661782642,0.1652140228549293,0.018520554255592025,1.0207767325722002e-05,0.2198124911663552,0.22187498364139852,0.09124697038700524,0.09562845820835361,0.19240856196114767,19.6
0.08757697194800117,0.3092561821913791,0.012413253836379631,0.00024337796891799436,0.15433486462711368,0.156289707750953,0.10732088749877822,0.10917798846642557,0.2096569250317662,7.2
0.17739564077210782,0.39163406560337044,0.013834314947766648,2.003353252224754e-05,0.20853789604918102,0.21022312024418555,0.1101414384592236,0.08681484029061519,0.19123855380250204,19.8
0.18090036190756,0.14404187978258837,0.02704290808082157,1.1952297645597681e-05,0.24912861740628464,0.2524205072047649,0.06039582804716817,0.07322952417836301,0.1532097594850496,20.0
0.33839057463598976,0.5401800600200066,0.007558074913860176,0.00015060575747471378,0.15694120262309658,0.15799711014782705,0.12065132822051795,0.06496609981104813,0.14832722018450595,43.5
0.34327653749941,0.4448954547599943,0.015150800018879501,0.00011091707178930476,0.16066455845565678,0.16311889366120735,0.11964884127059046,0.06088639259923538,0.1472601123330344,32.4
0.40113015353730624,0.42209747574259265,0.009331201903416483,9.628610729023383e-05,0.16625153351425703,0.16706940778467602,0.11026432209375814,0.0684783820959887,0.14877876500985165,43.7
0.2369745575221239,0.5589878318584071,0.006111725663716814,6.886061946902656e-05,0.14081858407079645,0.14275442477876107,0.12823561946902653,0.06332964601769911,0.11769911504424779,32.8
0.2960590731070496,0.6396458877284595,0.007710509138381201,0.00011463772845953002,0.13515828981723238,0.13577023498694518,0.11218994778067885,0.0831429503916449,0.18623531331592688,41.1
0.22142744603749803,0.6922010398613518,0.008602489365054356,8.350401764613202e-05,0.11369150779896015,0.11476288010083505,0.14280762564991334,0.06491255711359697,0.1409169686466047,32.8
0.26570947443055926,0.5781263848267305,0.00452007444828503,0.00019852876008153862,0.14889657006115395,0.149162456793406,0.1774350793228751,0.05415226446866968,0.09430116103873083,25.8
0.2704166275393621,0.6841643972829999,0.00785676276332676,8.232384887469871e-05,0.16280088897236047,0.1635208313769681,0.10683319247503678,0.06520174038250853,0.1336275706639121,36.6
0.4024310198128115,0.33548073416798346,0.013905433329281633,5.518414975082047e-05,0.20831408775981525,0.21062355658198614,0.10796158988695757,0.06605080831408776,0.14719824966573478,46.4
0.2069246435845214,0.731704005431093,0.003530210454854039,0.00039239646978954514,0.13727087576374744,0.13727087576374744,0.16415478615071283,0.0792939579090292,0.15885947046843177,25.3
0.12695341568685817,0.773577417274396,0.008086520811628715,0.00014337451009574837,0.18107853351193134,0.18167386019745002,0.15116336756461776,0.07893039638835145,0.1536438954209456,11.4
0.4271258819160787,0.3438080207946528,0.01380121302141354,3.5121921029830424e-05,0.17808515905433842,0.17997276890704295,0.11605706151751455,0.06601992820893675,0.13923443495482113,53.8
0.28108311193409014,0.42720661245739744,0.010653999946327456,6.816413063897164e-05,0.1462040093390226,0.14781418565332904,0.11228296165096745,0.06521214072940987,0.14292998416659958,47.3
0.15033164421373543,0.6899023606476332,0.004325794092201211,0.00010175915626416183,0.024760021422980266,0.026613933176780784,0.157211716722284,0.06253862316153751,0.13150414040291683,14.5
0.4306154214559387,0.297294061302682,0.01394875478927203,4.829182630906769e-05,0.16720545977011494,0.16912116858237547,0.09764128352490421,0.07702745849297574,0.17309227330779056,60.7
0.39366592882683465,0.49463647199046484,0.013508144616607072,0.00014245984448606617,0.13184630228730349,0.13264089902945683,0.11311652193654577,0.07015154095011067,0.1531301435949827,46.2
0.4649853585453885,0.3305450253104215,0.016003450389303793,2.6899416611808505e-05,0.1549837695503144,0.1574921117744535,0.09814314575624816,0.0684289378702926,0.15117018137243773,36.2
0.19676767676767676,0.740909090909091,0.008282828282828282,0.0002616161616161616,0.1383838383838384,0.1390909090909091,0.10616161616161617,0.08343434343434343,0.17383838383838385,18.1
0.4187136684759715,0.35682822034204287,0.016596661411257808,1.215564033746946e-05,0.20934179012865722,0.21186920049585384,0.1425519623536208,0.06526736391098702,0.1378582002431128,42.3
0.2211338141025641,0.7175480769230769,0.009515224358974358,5.148237179487179e-05,0.13798076923076924,0.13870192307692308,0.11179887820512821,0.06973157051282051,0.15298477564102564,30.1
0.3213320115356885,0.5602919971160779,0.012977649603460706,0.00011175198269646719,0.15636265320836337,0.15721881759192502,0.10237923576063446,0.07394556596971882,0.16460886806056235,32.3
0.24814054300707278,0.7003422313483915,0.0034679443303673283,0.0001291352954597308,0.03755418663016199,0.04079397672826831,0.21451060917180015,0.043988135979922426,0.07173169062286106,24.6
0.19178753910578913,0.7379446291447233,0.0030009709023507605,2.4517736130316672e-05,0.08672413624015612,0.08751851089077839,0.2583188678690164,0.0348249923995018,0.0653152490511636,19.0
0.138470536628162,0.8126188039187016,0.00679923965492031,0.0002485743529755812,0.036628162011990054,0.0368474923234391,0.09570112589559877,0.05417458692791344,0.10878783447872496,13.9
0.18683083511777301,0.6769271948608137,0.010706638115631691,0.00037339400428265527,0.07387580299785867,0.07521413276231263,0.07748929336188437,0.08926659528907922,0.1978051391862955,15.7
0.20324671212345105,0.7366321166958688,0.003863123007747356,5.003060944459691e-05,0.04057334656224272,0.0463363661311773,0.23419391610901183,0.04817293280699162,0.08180110194000549,20.2
0.42339504795895605,0.2660718269016284,0.016497880883337052,1.7934418915904527e-05,0.17037697970109303,0.17317867499442338,0.10056658487619898,0.07162168190943564,0.1573856792326567,42.5
0.23684210526315788,0.5890188434048084,0.012183235867446393,0.0003849902534113061,0.09421702404158544,0.09616634178037686,0.11793372319688109,0.08544509421702404,0.1674788823911631,17.8
0.3878193261754906,0.31432802665679377,0.007589781562384302,0.00044427989633469083,0.09385412810070344,0.0975564605701592,0.12254720473898556,0.1127360236949278,0.20455386893743058,36.1
0.2198994155226315,0.7274432513252684,0.005980698654342803,7.339948348511622e-05,0.11088759005029224,0.11192061981786054,0.11646051379638439,0.06350414571156722,0.1313035204567079,24.8
0.24428465270795996,0.6618729145721322,0.007890020544651833,1.9816118080750684e-05,0.23244597922221735,0.23267182468563768,0.09445440107240169,0.05470559951042532,0.10145561043843161,30.7
0.3186496633868462,0.47271491455204556,0.010583894355256343,8.771361988606939e-05,0.15183195235629207,0.1525763852925945,0.10881667529777317,0.06748446400828587,0.14733298808907302,43.5
0.2717736369910283,0.7077984817115252,0.010075914423740511,0.0003961352657004831,0.027191166321601103,0.027191166321601103,0.09551414768806073,0.06583850931677018,0.13816425120772946,21.9
0.40544148732338653,0.4970394452204655,0.010556633744143788,3.003819671928502e-05,0.16923989764762598,0.17017936388246782,0.1421189908154814,0.07064538858054069,0.14320679382424564,54.5
0.42607859302006046,0.33086012640835394,0.011610332508931025,0.00016213245397087112,0.18926902995328387,0.19078043418521573,0.09755427315196483,0.0717230008244023,0.1647430612805716,41.4
0.17192572393195688,0.7802882742500974,0.009089728606674457,0.0003804700688222309,0.10102584079989611,0.10141540059732503,0.1534865601869887,0.07791195948578107,0.161927022464615,14.6
0.4136735199405499,0.3457462912503784,0.016954283984256736,6.522995623813062e-05,0.19557977596124734,0.19742382957641813,0.0877164010678997,0.0674318113010211,0.14890044862796906,42.9
0.16304678998911862,0.7318824809575626,0.008574537540805224,0.00011838955386289445,0.1664417845484222,0.16744287268770403,0.19721436343852014,0.07294885745375408,0.14289445048966268,20.5
0.3327358118524361,0.6174667479295881,0.00483992399526763,0.00010396873767611945,0.12623238805435055,0.12677015738715808,0.12210948983615962,0.07797655325708959,0.15706449646864803,45.8
0.4305435558393749,0.26527929078547013,0.013316554599752076,4.301115660568724e-05,0.17600766312309832,0.17779196874647835,0.10491717065474625,0.07554186544457384,0.1611509710379024,51.6
0.16018444698226636,0.8154021849210282,0.005796289512810015,5.0636729944622813e-05,0.19838824365963498,0.1986468141955224,0.22816695037600465,0.06703441142881769,0.1385722596910082,22.5
0.1053880636371627,0.8487298936450733,0.008965456623011339,0.0002338050452667663,0.10987079194866836,0.11074975828425772,0.10521227037004482,0.08569921771996132,0.1986463918431924,10.3
0.3517014870905939,0.5266855213940334,0.013502417662622024,0.00022808137943618282,0.19715354438463645,0.19943435817899827,0.08448134294316212,0.0774564364565277,0.17398047623392027,48.4
0.20862788372012828,0.6896099865512604,0.008965826407807166,8.172695610193456e-05,0.11131418324769819,0.11227973378392359,0.16662643539432395,0.07983033897720611,0.17817855788130627,32.1
0.3491406747294717,0.6250795671546785,0.010821133036282623,0.0003787396562698918,0.06063017186505411,0.061107574793125397,0.13287714831317632,0.07272437937619351,0.16295353278166771,34.5
0.3369213160265933,0.4901492828093417,0.012322528797214037,5.990794632637654e-05,0.17448798188149917,0.17555950612473517,0.10912500304410297,0.07374035019360495,0.15909699729683657,43.9
0.2622766963069775,0.6308179123608108,0.008091003765120564,0.00011014980373307698,0.1335015621244893,0.13382199791716734,0.08519586637827445,0.08078987422895137,0.16906993511175197,51.8
0.38175815105241434,0.48025863254918144,0.011876920254964002,0.0001123492456550649,0.14321089558398678,0.14568716467189435,0.10524143623607099,0.07176594671435778,0.16008621084972716,36.4
0.1817716497648677,0.6889535813685659,0.004894590357976902,9.40529127611248e-05,0.08455164912505199,0.08608720688441729,0.1718225151156467,0.06212610768098788,0.12905083335999232,17.6
0.4327217125382263,0.4634938837920489,0.012232415902140673,0.0004396024464831804,0.17220948012232415,0.17259174311926606,0.0911697247706422,0.08275993883792049,0.19648318042813456,29.6
0.35863862995881207,0.47350964665076956,0.009148059830912637,5.6362453934532846e-05,0.18317797528723173,0.1842185128983308,0.11853457619770215,0.06492521135920225,0.13969217429004985,49.8
0.17242797478497027,0.7251519212633042,0.008260829486552221,1.7585285087252794e-05,0.23598318052571493,0.23637317676756933,0.17110198756266531,0.061477589397774896,0.1300034745119729,17.0
0.10327806606758638,0.8636881407416783,0.008733071763067967,0.0003632451588406531,0.07834451335274016,0.0785976458676117,0.18984938615365143,0.0696114415896722,0.14922161751677002,10.2
0.33723893805309735,0.41345132743362834,0.011823008849557523,8.530973451327435e-05,0.18219469026548674,0.18364601769911504,0.10353982300884956,0.08028318584070797,0.17730973451327434,37.9
0.42103471749489446,0.15197413206262764,0.013104152484683457,0.00040163376446562284,0.15571817562968004,0.15776038121170866,0.08151803948264125,0.06892443839346495,0.17035398230088494,49.0
0.06412213740458016,0.5797891675754271,0.004071246819338422,0.00020138131588513268,0.014612868047982551,0.014758269720101781,0.15674300254452928,0.041148673209741915,0.07691748455107233,6.3
0.20488756250163617,0.6653184638341317,0.009502866567187622,3.4948558862797455e-05,0.15109034267912771,0.1525563496426608,0.14444095395167414,0.06369276682635672,0.13242493258985838,27.5
0.0770199370409234,0.8583420776495279,0.005666316894018888,0.0005477439664218258,0.029171038824763903,0.02938090241343127,0.11521511017838405,0.057922350472193074,0.13200419727177334,7.3
0.2949190534430519,0.4259165349163261,0.011591188991779631,1.1037198341437222e-05,0.164650282748305,0.1657028649839556,0.10009332611724998,0.05806248162242554,0.11279675787625554,22.7
0.19754400908574674,0.7451022146507666,0.0034071550255536627,0.00022004542873367406,0.046422487223168656,0.04706132879045997,0.0761641113003975,0.043299261783077796,0.0873083475298126,19.2
0.42696386952370197,0.3515303346098956,0.013799192993624034,2.4538743493126072e-05,0.167458956641375,0.16857808762076862,0.12888487325071615,0.06549483043625574,0.13863876710781647,39.5
0.3061887487140614,0.5806486545021388,0.008121717472521522,0.00014619091450538741,0.12761925388488818,0.12967675564459363,0.09881422924901186,0.07379933943364557,0.16514158860793762,41.1
0.1616871704745167,0.5164448907858398,0.010795882500627667,0.0006151142355008788,0.08586492593522471,0.08737132814461461,0.10846095907607331,0.10042681395932714,0.22144112478031636,16.0
0.07365470035680478,0.7819121823345226,0.010212626520061167,5.042598121313624e-05,0.03710041505861793,0.0418153353236729,0.12524575839219398,0.07603946697735382,0.14126556469817228,7.0
0.36971231996370924,0.43809019770914454,0.012248138207386686,1.844781310248365e-05,0.20991947983215514,0.21097040033266548,0.090250633198503,0.0660189770536423,0.1432276112350206,34.5
0.2750937819711265,0.6269940510022356,0.005039596832253419,9.85184343147285e-05,0.04338600280398621,0.04611420560039407,0.12746769732105642,0.050130726383994545,0.08639308855291576,28.6
0.19305397032447416,0.768791782162074,0.011576716125876406,0.00022012065873145282,0.1668025436165009,0.16794390999510844,0.08910810370128812,0.07761291374531225,0.1682700146747106,21.2
0.4559666656223566,0.3650177010557975,0.01563332184592249,7.174410225884269e-05,0.18384034587549736,0.18559478680409788,0.08759672922084025,0.06284658040665435,0.1382875403364767,40.3
0.3671791065184693,0.49278221631863733,0.009884163850526439,4.90301408395679e-05,0.18943996249487235,0.19012364971773485,0.1060887230676069,0.06694274607856543,0.14753970269372765,53.3
0.04427954007991519,0.9165783250428117,0.007257604175161053,0.00021609720296827855,0.1478431052760336,0.1520835032210715,0.14539672184620403,0.10796705536981163,0.2244149066296991,4.6
0.4427831138396541,0.43136284120539986,0.010463082153348516,8.911773442915141e-05,0.14582301878073736,0.14678020926164306,0.11519292339175496,0.08383668350001651,0.1600158431527874,55.1
0.2642731812660278,0.6917262788500472,0.012113645566203266,8.840599271156702e-05,0.13800782831691186,0.13912133891213388,0.12920097179106493,0.059016061546767445,0.13095559454717237,33.4
0.2183876311430149,0.6040861402540033,0.01978648996870974,0.00024572059635560465,0.17154426651941837,0.17246456837842813,0.08466777102889748,0.06755015645131603,0.1511135652494018,35.0
0.33625554886345893,0.3555957081353588,0.016395636752994713,5.1975283856432225e-05,0.16942157978094538,0.1734591447500502,0.09230631956992126,0.07655758549153449,0.16464788418211426,40.8
0.2965069894897499,0.6015123660203268,0.010822435741787782,8.220888688473412e-05,0.17236116410558813,0.1741302161018419,0.1517915987373825,0.04772971660480766,0.10905685247493843,17.5
0.1457392351701295,0.6827260865201245,0.007394024557529526,8.999966542875305e-05,0.15989159891598917,0.16042691291110442,0.09187326441165647,0.07213356084178126,0.14925223326307338,20.5
0.18223840874071998,0.6889542575212837,0.011050411666744487,4.093321504723662e-05,0.22110161709545376,0.22228447806259824,0.09881558263684612,0.06692502840422718,0.12963222362297863,24.0
